PWSID,System_Name,System_Type,County,Population_Served,Uses_SW_Purchased,Uses_SW_Produced,Uses_SW,Uses_GW,Dominant_Source
CA1910007,AZUSA LIGHT AND WATER,C,LOS ANGELES  ,110044,NO,YES,YES,YES,groundwater
CA1910041,THREE VALLEYS MWD,C,LOS ANGELES  ,0,MAYBE,YES,YES,YES,surface water dominant
CA1910045,ANTELOPE VALLEY EAST KERN WATER AGENCY,C,LOS ANGELES  ,0,MAYBE,YES,YES,YES,groundwater dominant
CA1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,C,LOS ANGELES  ,0,NO,YES,YES,YES,surface water
CA1910056,LAKE ELIZABETH MUTUAL WATER CO.,C,LOS ANGELES  ,1790,NO,YES,YES,YES,surface water
CA1910063,LINCOLN AVENUE WATER CO.,C,LOS ANGELES  ,16126,MAYBE,YES,YES,YES,groundwater dominant
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",C,LOS ANGELES  ,3868811,MAYBE,YES,YES,YES,purchased water dominant
CA1910079,"LYNWOOD-CITY, WATER DEPT.",C,LOS ANGELES  ,66967,NO,YES,YES,YES,groundwater
CA1910087,METROPOLITAN WATER DIST. OF SO. CAL.,C,LOS ANGELES  ,0,NO,YES,YES,NO,surface water
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",C,LOS ANGELES  ,55200,YES,NO,YES,YES,groundwater
CA1910102,PALMDALE WATER DIST.,C,LOS ANGELES  ,126994,NO,YES,YES,YES,surface water
CA1910126,"POMONA - CITY, WATER DEPT.",C,LOS ANGELES  ,151713,MAYBE,YES,YES,YES,groundwater dominant
CA1910128,COVINA IRRIGATING CO.,C,LOS ANGELES  ,0,NO,YES,YES,YES,surface water
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,C,LOS ANGELES  ,9600,MAYBE,YES,YES,YES,groundwater dominant
CA1910225,LAS VIRGENES MWD,C,LOS ANGELES  ,72602,MAYBE,YES,YES,MAYBE,purchased water dominant
CA1910303,ANTELOPE VALLEY POPPY RESERVE STATE PARK,NC,LOS ANGELES  ,25007,NO,YES,YES,NO,surface water
CA1910443,"LOS ANGELES, CITY OF - CASTAIC PWR PLANT",NTNC,LOS ANGELES  ,65,NO,YES,YES,NO,surface water
CA1910604,"DWR. VISTA DEL LAGO VISITOR CTR,VAQUERRO",NC,LOS ANGELES  ,135,NO,YES,YES,NO,surface water
CA2000195,HIDDEN VIEW  HENSLEY LAKE,NC,MADERA  ,297,NO,YES,YES,NO,surface water
CA2000535,BEASORE MUTUAL WATER CO.,NC,MADERA  ,100,NO,YES,YES,NO,surface water
CA2000538,CEDAR VALLEY MUTUAL WATER CO,C,MADERA  ,137,NO,YES,YES,NO,surface water
CA2000542,MADERA CO SA02-WISHON COVE,NC,MADERA  ,230,NO,YES,YES,NO,surface water
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,C,MADERA  ,162,NO,YES,YES,NO,surface water
CA2000729,MADERA CO SA16 SUMNER HILL,C,MADERA  ,135,NO,YES,YES,NO,surface water
CA2000749,BUCK RIDGE HENSLEY LAKE,NC,MADERA  ,55,NO,YES,YES,NO,surface water
CA2010003,BASS LAKE WATER COMPANY,C,MADERA  ,4527,NO,YES,YES,YES,surface water
CA2010015,WP&A-FIREBAUGH WATER SYSTEM,NTNC,MADERA  ,428,NO,YES,YES,NO,surface water
CA2010017,"TESORO VIEJO MASTER MWC, INC.",C,MADERA  ,2640,NO,YES,YES,NO,surface water
CA2010300,MILLERTON SRA MEADOW TANK HILL,NC,MADERA  ,2506,NO,YES,YES,NO,surface water
CA2100519,ESTERO MUTUAL,C,MARIN  ,206,NO,YES,YES,YES,surface water
CA2100527,MARIN FRENCH CHEESE CO,NTNC,MARIN  ,143,NO,YES,YES,NO,surface water
CA2100565,GREEN GULCH FARM,C,MARIN  ,75,NO,YES,YES,YES,surface water
CA2100584,MCEVOY RANCH WATER SYSTEM,NTNC,MARIN  ,66,NO,YES,YES,NO,surface water
CA2110001,INVERNESS PUBLIC UTILITY DIST,C,MARIN  ,1445,NO,YES,YES,NO,surface water
CA2110002,MARIN MUNICIPAL WATER DISTRICT,C,MARIN  ,193937,MAYBE,YES,YES,MAYBE,surface water dominant
CA2110003,NORTH MARIN WATER DISTRICT,C,MARIN  ,61693,MAYBE,YES,YES,MAYBE,purchased water dominant
CA2110004,STINSON BEACH COUNTY WTR DIST,C,MARIN  ,600,NO,YES,YES,YES,groundwater
CA2110005,BOLINAS COMMUNITY PUD,C,MARIN  ,2483,NO,YES,YES,NO,surface water
CA2209063,MID - MC CLURE POINT REC AREA,NC,MARIPOSA  ,337,NO,YES,YES,NO,surface water
CA2209065,MID - MC SWAIN REC AREA,NC,MARIPOSA  ,324,NO,YES,YES,NO,surface water
CA2210001,MARIPOSA PUBLIC UTILITY DIST,C,MARIPOSA  ,2000,NO,YES,YES,YES,surface water
CA2210510,YOSEMITE NPS-WAWONA,C,MARIPOSA  ,150,NO,YES,YES,NO,surface water
CA2210905,"MCCLURE BOAT CLUB, INC.",C,MARIPOSA  ,286,NO,YES,YES,NO,surface water
CA2300514,ELK COUNTY WATER DISTRICT,C,MENDOCINO  ,380,NO,YES,YES,NO,surface water
CA2300541,HERITAGE HOUSE,NTNC,MENDOCINO  ,50,NO,YES,YES,NO,surface water
CA2300590,SURFWOOD MUTUAL WATER CORPORATION,C,MENDOCINO  ,160,NO,YES,YES,NO,surface water
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,C,MENDOCINO  ,310,NO,YES,YES,YES,surface water
CA2300610,CASPAR SOUTH SERVICE COMPANY,C,MENDOCINO  ,188,NO,YES,YES,NO,surface water
CA2300619,ALBION RIVER CAMPGROUND,NC,MENDOCINO  ,425,NO,YES,YES,NO,surface water
CA2300621,SEA ROCK INN,NC,MENDOCINO  ,54,NO,YES,YES,NO,surface water
CA2300663,BRANSCOMB MOBILE HOME PARK,C,MENDOCINO  ,42,NO,YES,YES,NO,surface water
CA2300708,RIDGEWOOD WATER SYSTEM,C,MENDOCINO  ,235,NO,YES,YES,YES,groundwater
CA2300730,WESTPORT COUNTY WATER DISTRICT,C,MENDOCINO  ,369,NO,YES,YES,NO,surface water
CA2300839,CAMP MENDOCINO,NC,MENDOCINO  ,321,NO,YES,YES,NO,surface water
CA2300847,WHALE GULCH SCHOOL,NTNC,MENDOCINO  ,60,NO,YES,YES,NO,surface water
CA2300858,BLACK OAK FACILITY,NC,MENDOCINO  ,200,NO,YES,YES,NO,surface water
CA2300873,CAMP NAVARRO,NC,MENDOCINO  ,284,NO,YES,YES,NO,surface water
CA2310001,"FORT BRAGG, CITY OF",C,MENDOCINO  ,6970,NO,YES,YES,NO,surface water
CA2310003,"UKIAH, CITY OF",C,MENDOCINO  ,16607,NO,YES,YES,YES,groundwater
CA2310004,"WILLITS, CITY OF",C,MENDOCINO  ,6175,NO,YES,YES,YES,surface water
CA2310007,NORTH GUALALA WATER COMPANY,C,MENDOCINO  ,2593,NO,YES,YES,YES,groundwater
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,C,MENDOCINO  ,5200,MAYBE,YES,YES,MAYBE,purchased water dominant
CA2310009,BROOKTRAILS TOWNSHIP CSD,C,MENDOCINO  ,3632,NO,YES,YES,NO,surface water
CA2310012,IRISH BEACH WATER DISTRICT,C,MENDOCINO  ,254,NO,YES,YES,YES,surface water
CA2310301,CSP-MACKERRICHER STATE PARK,NC,MENDOCINO  ,1416,MAYBE,YES,YES,MAYBE,surface water dominant
CA2310302,CSP-VAN DAMME STATE PARK,NC,MENDOCINO  ,2003,NO,YES,YES,NO,surface water
CA2310304,CSP-RUSSIAN GULCH STATE PARK,NC,MENDOCINO  ,30,NO,YES,YES,NO,surface water
CA2310310,CSP-STANDISH HICKEY STATE REC AREA,NC,MENDOCINO  ,503,NO,YES,YES,YES,surface water
CA2310312,CSP-WESTPORT STATE BEACH,NC,MENDOCINO  ,370,NO,YES,YES,NO,surface water
CA2310313,CSP-MENDOCINO WOODLANDS,NC,MENDOCINO  ,400,NO,YES,YES,NO,surface water
CA2310317,CSP-PT. CABRILLO LIGHT STATION SHP,NC,MENDOCINO  ,430,NO,YES,YES,NO,surface water
CA2310800,CDF-PARLIN FORK CONSERVATION CAMP,NTNC,MENDOCINO  ,120,NO,YES,YES,NO,surface water
CA2310801,CDF-CHAMBERLAIN CREEK CONSERVATION CAMP,NTNC,MENDOCINO  ,110,NO,YES,YES,YES,groundwater
CA2400085,FIREBAUGH TRAVEL PLAZA (SW),NC,MERCED  ,250,NO,YES,YES,NO,surface water
CA2400200,SAN JOAQUIN VALLEY NATIONAL CEMETERY,NTNC,MERCED  ,30,NO,YES,YES,NO,surface water
CA2400208,MERCEY SPRINGS SHELL,NC,MERCED  ,45,NO,YES,YES,NO,surface water
CA2410002,CITY OF DOS PALOS,C,MERCED  ,7452,NO,YES,YES,NO,surface water
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,C,MERCED  ,2211,NO,YES,YES,YES,surface water
CA2410304,CDPR FOUR RIVERS DISTRICT-SAN LUIS CREEK,NC,MERCED  ,653,NO,YES,YES,NO,surface water
CA2410950,DWR - SAN LUIS DIVISION O&M,NTNC,MERCED  ,150,NO,YES,YES,NO,surface water
CA2600530,CRYSTAL CRAG WATER & DEVELOPMENT ASSOC.,NC,MONO  ,75,NO,YES,YES,NO,surface water
CA2600550,VIRGINIA CREEK SETTLEMENT,NC,MONO  ,47,NO,YES,YES,NO,surface water
CA2600727,HOT CREEK HATCHERY,NTNC,MONO  ,25,NO,YES,YES,NO,surface water
CA2610001,MAMMOTH CWD,C,MONO  ,8234,NO,YES,YES,YES,surface water
CA2610002,JUNE LAKE PUD VILLAGE,C,MONO  ,2763,NO,YES,YES,NO,surface water
CA2610004,JUNE LAKE PUD - DOWN CANYON,C,MONO  ,2810,NO,YES,YES,NO,surface water
CA2610005,LEE VINING PUBLIC UTILITY DISTRICT,C,MONO  ,672,NO,YES,YES,NO,surface water
CA2610300,CSP - BODIE SHP,NC,MONO  ,1021,NO,YES,YES,NO,surface water
CA2700575,EL CAMINO REAL WS #16,NC,MONTEREY  ,29,NO,YES,YES,NO,surface water
CA2700713,ROLLING HILLS RANCHO WA,C,MONTEREY  ,184,NO,YES,YES,YES,groundwater
CA2701184,SAN ANTONIO LAKE PARK SOUTH WS,NC,MONTEREY  ,653,NO,YES,YES,NO,surface water
CA2701254,CARMEL RIVIERA MWC,C,MONTEREY  ,584,NO,YES,YES,YES,surface water
CA2701257,CAL AM WATER COMPANY - GARRAPATA,C,MONTEREY  ,30,NO,YES,YES,NO,surface water
CA2701263,PARTINGTON MWC,C,MONTEREY  ,35,NO,YES,YES,NO,surface water
CA2701278,RANCHO CHAPARRAL MWC,C,MONTEREY  ,58,NO,YES,YES,NO,surface water
CA2701279,COASTLANDS MWS (POST CREEK),C,MONTEREY  ,129,NO,YES,YES,NO,surface water
CA2701280,NEPENTHE WS,C,MONTEREY  ,550,NO,YES,YES,YES,surface water
CA2701295,ESALEN INSTITUTE WS,C,MONTEREY  ,246,NO,YES,YES,NO,surface water
CA2701310,GORDA WS,NC,MONTEREY  ,50,NO,YES,YES,NO,surface water
CA2701325,SAN CLEMENTE RANCHO WS,NC,MONTEREY  ,90,NO,YES,YES,NO,surface water
CA2701446,LUCIA WS,NC,MONTEREY  ,50,NO,YES,YES,NO,surface water
CA2701658,ARROYO CENTER WC,C,MONTEREY  ,130,NO,YES,YES,NO,surface water
CA2701705,TASSAJARA SPRINGS WS,C,MONTEREY  ,150,NO,YES,YES,NO,surface water
CA2701731,BRANDON CREEK MWS,C,MONTEREY  ,41,NO,YES,YES,YES,groundwater
CA2702266,COAST GALLERY WS,NC,MONTEREY  ,100,NO,YES,YES,NO,surface water
CA2702322,CAPTAIN COOPER SCHOOL WS,NTNC,MONTEREY  ,95,NO,YES,YES,NO,surface water
CA2702323,DEETJEN'S BIG SUR INN WS,NTNC,MONTEREY  ,35,NO,YES,YES,NO,surface water
CA2702327,SOUTH COAST CENTER WS,NC,MONTEREY  ,40,NO,YES,YES,NO,surface water
CA2702328,VENTANA BIG SUR INN WS,C,MONTEREY  ,193,NO,YES,YES,YES,groundwater
CA2702373,PHENEGER CREEK WS,NTNC,MONTEREY  ,256,NO,YES,YES,NO,surface water
CA2702588,CANADA WOODS WC,C,MONTEREY  ,356,NO,YES,YES,YES,surface water
CA2710004,CAL AM WATER COMPANY - MONTEREY,C,MONTEREY  ,92450,NO,YES,YES,YES,groundwater
CA2800526,BERRYESSA ESTATES (LBRID),C,NAPA  ,498,NO,YES,YES,NO,surface water
CA2800543,CAPELL VALLEY ESTATES,C,NAPA  ,208,NO,YES,YES,NO,surface water
CA2801016,HESS WINERY,C,NAPA  ,250,NO,YES,YES,NO,surface water
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,C,NAPA  ,1498,NO,YES,YES,YES,surface water
CA2810002,"CALISTOGA, CITY OF",C,NAPA  ,5610,MAYBE,YES,YES,MAYBE,purchased water dominant
CA2810003,"NAPA, CITY OF",C,NAPA  ,85005,NO,YES,YES,NO,surface water
CA2810004,"ST. HELENA, CITY OF",C,NAPA  ,5386,MAYBE,YES,YES,YES,balanced portfolio
CA2810005,"AMERICAN CANYON, CITY OF",C,NAPA  ,20990,MAYBE,YES,YES,MAYBE,surface water dominant
CA2810008,VETERANS HOME OF CALIFORNIA,C,NAPA  ,3010,NO,YES,YES,NO,surface water
CA2810009,BERRYESSA PINES WATER SYSTEM,C,NAPA  ,261,NO,YES,YES,NO,surface water
CA2810013,BERRYESSA HIGHLANDS,C,NAPA  ,669,NO,YES,YES,NO,surface water
CA2810014,SPANISH FLAT WATER DISTRICT,C,NAPA  ,230,NO,YES,YES,NO,surface water
CA2810650,U.S. BUREAU OF RECLAMATION-LK. BERRYESSA,NC,NAPA  ,37,NO,YES,YES,NO,surface water
CA2900502,FLORISTON WATER SYSTEM,C,NEVADA  ,110,NO,YES,YES,NO,surface water
CA2900523,WASHINGTON WATER DISTRICT,C,NEVADA  ,330,NO,YES,YES,NO,surface water
CA2900563,BITNEY SPRINGS CENTER WATER SYSTEM,NTNC,NEVADA  ,536,NO,YES,YES,NO,surface water
CA2910001,CITY OF GRASS VALLEY,C,NEVADA  ,4947,MAYBE,YES,YES,MAYBE,surface water dominant
CA2910002,CITY OF NEVADA CITY,C,NEVADA  ,3148,NO,YES,YES,NO,surface water
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",C,NEVADA  ,17154,NO,YES,YES,NO,surface water
CA2910006,NEVADA ID - LOMA RICA,C,NEVADA  ,14072,MAYBE,YES,YES,MAYBE,surface water dominant
CA2910014,NEVADA ID - LAKE OF PINES,C,NEVADA  ,6870,MAYBE,YES,YES,MAYBE,purchased water dominant
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,C,NEVADA  ,310,NO,YES,YES,NO,surface water
CA2910023,NEVADA ID - LAKE WILDWOOD,C,NEVADA  ,9108,NO,YES,YES,NO,surface water
CA3010001,CITY OF ANAHEIM,C,ORANGE  ,341245,MAYBE,YES,YES,YES,purchased water dominant
CA3010082,SERRANO WATER DISTRICT,C,ORANGE  ,5773,MAYBE,YES,YES,YES,groundwater dominant
CA3010092,IRVINE RANCH WATER DISTRICT,C,ORANGE  ,468941,MAYBE,YES,YES,YES,groundwater dominant
CA3010094,TRABUCO CANYON WATER DISTRICT,C,ORANGE  ,13659,YES,YES,YES,NO,surface water
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,C,PLACER  ,250,NO,YES,YES,NO,surface water
CA3100040,SHADY GLEN COMM WATER SYSTEM,C,PLACER  ,200,NO,YES,YES,NO,surface water
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,C,PLACER  ,250,NO,YES,YES,NO,surface water
CA3100058,DUTCH FLAT MUTUAL,C,PLACER  ,350,NO,YES,YES,NO,surface water
CA3103288,SNOWFLOWER,NC,PLACER  ,245,NO,YES,YES,NO,surface water
CA3104449,CAMP WINTHERS,NC,PLACER  ,100,NO,YES,YES,NO,surface water
CA3110001,NORTH TAHOE PUD - MAIN,C,PLACER  ,6321,NO,YES,YES,YES,surface water
CA3110003,FORESTHILL PUBLIC UTILITY DIST,C,PLACER  ,6700,NO,YES,YES,NO,surface water
CA3110005,PLACER CWA - AUBURN/BOWMAN,C,PLACER  ,26267,NO,YES,YES,NO,surface water
CA3110006,PLACER CWA - COLFAX,C,PLACER  ,3114,NO,YES,YES,NO,surface water
CA3110008,CITY OF ROSEVILLE,C,PLACER  ,149859,MAYBE,YES,YES,YES,surface water dominant
CA3110009,MEADOW VISTA CWD,C,PLACER  ,5250,NO,YES,YES,NO,surface water
CA3110012,AGATE BAY WATER COMPANY,C,PLACER  ,2500,NO,YES,YES,YES,groundwater
CA3110017,SIERRA LAKES COUNTY WATER DIST,C,PLACER  ,813,NO,YES,YES,NO,surface water
CA3110024,PLACER CWA - ALTA,C,PLACER  ,700,NO,YES,YES,NO,surface water
CA3110025,PLACER CWA - FOOTHILL,C,PLACER  ,89008,NO,YES,YES,YES,groundwater
CA3110026,NEVADA ID - NORTH AUBURN,C,PLACER  ,6870,NO,YES,YES,NO,surface water
CA3110028,NORTHSTAR C.S.D.,C,PLACER  ,15428,NO,YES,YES,YES,surface water
CA3110034,CHRISTIAN VALLEY PARK CSD,C,PLACER  ,1800,NO,YES,YES,NO,surface water
CA3110035,PCWA - WEIMAR,C,PLACER  ,1500,NO,YES,YES,NO,surface water
CA3110050,PLACER CWA - APPLEGATE,C,PLACER  ,180,NO,YES,YES,NO,surface water
CA3110124,PLACER CWA - MONTE VISTA,C,PLACER  ,34,NO,YES,YES,NO,surface water
CA3200018,#N/A,#N/A,#N/A,#N/A,NO,YES,YES,NO,surface water
CA3200097,CAMP TIMBERWOLF,NC,PLUMAS  ,90,NO,YES,YES,NO,surface water
CA3200102,WHITEHAWK RANCH MWC,C,PLUMAS  ,765,NO,YES,YES,NO,surface water
CA3200172,ASSOCIATIONS OF THOMPSON LAKE,NC,PLUMAS  ,182,NO,YES,YES,NO,surface water
CA3200505,JOHNSVILLE PUBLIC UTILITY DIST,NC,PLUMAS  ,28,NO,YES,YES,NO,surface water
CA3210003,CITY OF PORTOLA,C,PLUMAS  ,2100,NO,YES,YES,YES,groundwater
CA3210005,GRAEAGLE WATER COMPANY,C,PLUMAS  ,737,NO,YES,YES,NO,surface water
CA3301031,BANNING HTS. MUTUAL WATER CO.,C,RIVERSIDE  ,552,NO,YES,YES,YES,surface water
CA3301075,"CALTRANS, CACTUS CITY REST AREA",NC,RIVERSIDE  ,6800,NO,YES,YES,NO,surface water
CA3301115,CHIRIACO SUMMIT WATER DIST.,C,RIVERSIDE  ,1078,NO,YES,YES,NO,surface water
CA3301226,MWD - EAGLE MOUNTAIN,C,RIVERSIDE  ,#N/A,NO,YES,YES,NO,surface water
CA3310005,DESERT WATER AGENCY,C,RIVERSIDE  ,73224,NO,YES,YES,YES,groundwater
CA3310009,EASTERN MUNICIPAL WD,C,RIVERSIDE  ,637387,YES,YES,YES,YES,surface water
CA3310037,"CORONA, CITY OF",C,RIVERSIDE  ,168751,YES,YES,YES,YES,surface water
CA3310040,FERN VALLEY WD,C,RIVERSIDE  ,900,NO,YES,YES,YES,surface water
CA3410004,CARMICHAEL WATER DISTRICT,C,SACRAMENTO  ,41193,NO,YES,YES,YES,groundwater
CA3410005,RANCHO MURIETA COMMUNITY SERVI,C,SACRAMENTO  ,5874,NO,YES,YES,NO,surface water
CA3410014,"FOLSOM, CITY OF - MAIN",C,SACRAMENTO  ,75728,NO,YES,YES,NO,surface water
CA3410015,GOLDEN STATE WATER CO. - CORDOVA,C,SACRAMENTO  ,47060,MAYBE,YES,YES,YES,balanced portfolio
CA3410021,SAN JUAN WATER DISTRICT,C,SACRAMENTO  ,28971,NO,YES,YES,NO,surface water
CA3410029,SCWA - LAGUNA/VINEYARD,C,SACRAMENTO  ,176926,MAYBE,YES,YES,YES,groundwater dominant
CA3410032,FOLSOM STATE PRISON,C,SACRAMENTO  ,4730,NO,YES,YES,NO,surface water
CA3410704,SCWA MATHER-SUNRISE,C,SACRAMENTO  ,25988,YES,YES,YES,YES,groundwater
CA3500006,CSA NO. 31 STONEGATE WS,C,SAN BENITO  ,252,NO,YES,YES,YES,groundwater
CA3500537,ST. FRANCIS RETREAT CENTER,NC,SAN BENITO  ,45,MAYBE,YES,YES,MAYBE,surface water dominant
CA3500823,BEST ROAD MWC,C,SAN BENITO  ,133,NO,YES,YES,YES,groundwater
CA3510001,"HOLLISTER, CITY OF",C,SAN BENITO  ,23358,YES,YES,YES,YES,groundwater
CA3510007,SAN BENITO COUNTY WATER DISTRICT,C,SAN BENITO  ,25,NO,YES,YES,NO,surface water
CA3600365,RIVERLAND RESORT,NC,SAN BERNARDINO  ,615,NO,YES,YES,NO,surface water
CA3600370,WINDMILL RESORT,NC,SAN BERNARDINO  ,530,NO,YES,YES,NO,surface water
CA3600376,BIG BEND RESORT,NC,SAN BERNARDINO  ,655,NO,YES,YES,NO,surface water
CA3600382,MWD OF SO CAL IRON MOUNTAIN,C,SAN BERNARDINO  ,31,NO,YES,YES,NO,surface water
CA3600383,MWD OF SO CAL GENE PLANT,C,SAN BERNARDINO  ,103,NO,YES,YES,NO,surface water
CA3600400,APPLE VALLEY VILLAGE MHE,C,SAN BERNARDINO  ,180,NO,YES,YES,YES,groundwater
CA3600530,YMCA CAMP ARBOLADO,NC,SAN BERNARDINO  ,231,NO,YES,YES,NO,surface water
CA3600538,CAMP CEDAR FALLS,NC,SAN BERNARDINO  ,205,NO,YES,YES,NO,surface water
CA3600770,CRAZZY'S WASEWAGAN CAMP,NC,SAN BERNARDINO  ,198,NO,YES,YES,NO,surface water
CA3600772,UCLA UNICAMP - CAMP RIVER GLEN,#N/A,SAN BERNARDINO  ,268,NO,YES,YES,NO,surface water
CA3601048,BARTON FLATS WATER SYSTEM,C,SAN BERNARDINO  ,1070,NO,YES,YES,NO,surface water
CA3601128,EMPIRE LANDING CAMPGROUND-SUNDANCE RV,NC,SAN BERNARDINO  ,126,NO,YES,YES,NO,surface water
CA3610004,WEST VALLEY WATER DISTRICT,C,SAN BERNARDINO  ,98055,MAYBE,YES,YES,YES,groundwater dominant
CA3610005,LAKE ARROWHEAD CSD,C,SAN BERNARDINO  ,7008,MAYBE,YES,YES,YES,surface water dominant
CA3610006,WATER FACILITIES AUTHORITY-JPA,C,SAN BERNARDINO  ,0,NO,YES,YES,NO,surface water
CA3610012,"CHINO, CITY OF",C,SAN BERNARDINO  ,84560,YES,YES,YES,YES,surface water
CA3610017,HAVASU WC,#N/A,SAN BERNARDINO  ,361,NO,YES,YES,NO,surface water
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,C,SAN BERNARDINO  ,202248,MAYBE,YES,YES,YES,groundwater dominant
CA3610037,REDLANDS CITY MUD-WATER DIV,C,SAN BERNARDINO  ,78025,NO,YES,YES,YES,groundwater
CA3610038,"RIALTO, CITY OF",C,SAN BERNARDINO  ,54453,YES,YES,YES,YES,groundwater
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,C,SAN BERNARDINO  ,237300,MAYBE,YES,YES,YES,groundwater dominant
CA3610050,"UPLAND, CITY OF",C,SAN BERNARDINO  ,78376,NO,YES,YES,YES,groundwater
CA3610055,YUCAIPA VALLEY WATER DISTRICT,C,SAN BERNARDINO  ,51900,NO,YES,YES,YES,groundwater
CA3610064,EAST VALLEY WATER DISTRICT,C,SAN BERNARDINO  ,103840,NO,YES,YES,YES,groundwater
CA3610114,CLAWA,C,SAN BERNARDINO  ,2320,NO,YES,YES,NO,surface water
CA3700846,AGUA CALIENTE COUNTY PARK,NC,SAN DIEGO  ,400,NO,YES,YES,NO,surface water
CA3700919,LAKE WOHLFORD RESORT,C,SAN DIEGO  ,250,NO,YES,YES,NO,surface water
CA3710006,"ESCONDIDO, CITY OF",C,SAN DIEGO  ,137941,NO,YES,YES,NO,surface water
CA3710010,HELIX WATER DISTRICT,C,SAN DIEGO  ,277418,MAYBE,YES,YES,YES,surface water dominant
CA3710014,"OCEANSIDE, CITY OF",C,SAN DIEGO  ,173048,YES,YES,YES,YES,surface water
CA3710015,"POWAY, CITY OF",C,SAN DIEGO  ,49779,NO,YES,YES,NO,surface water
CA3710020,"SAN DIEGO, CITY OF",C,SAN DIEGO  ,1374790,MAYBE,YES,YES,YES,surface water dominant
CA3710023,SANTA FE I.D.,C,SAN DIEGO  ,21539,MAYBE,YES,YES,MAYBE,surface water dominant
CA3710025,SWEETWATER AUTHORITY,C,SAN DIEGO  ,189371,MAYBE,YES,YES,YES,balanced portfolio
CA3710029,OLIVENHAIN MWD,C,SAN DIEGO  ,86614,MAYBE,YES,YES,MAYBE,surface water dominant
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,C,SAN DIEGO  ,0,MAYBE,YES,YES,MAYBE,purchased water dominant
CA3710045,POSEIDON RESOURCES - CDP,C,SAN DIEGO  ,0,NO,YES,YES,NO,surface water
CA3710311,CUYAMACA SP - PASO PICACHO,NC,SAN DIEGO  ,691,NO,YES,YES,NO,surface water
CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,C,SAN FRANCISCO  ,600,NO,YES,YES,NO,surface water
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,C,SAN FRANCISCO  ,344,NO,YES,YES,NO,surface water
CA3810005,HHW&P-O'SHAUGHNESSY DAM CPD-SFPUC,NC,SAN FRANCISCO  ,302,NO,YES,YES,NO,surface water
